HOLDING_ID	INDEX_NAME	INDEX_IDENTIFIER	NARRATIVE_DESC
155859589	CBOT $5 Mini Dow Jones Industrial Average e-CBOT Futures	DMU5 Index	
161041733	Eurex DAX Index Futures	GXZ5 Index	
160404678	Secured Overnight Financing Rate	SOFRATE	
156349763	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156394386	CDX NA HY SERIES 44 5YR	CXPHY544	
156418948	CMBX AAA CDSI S13 PRC INDX	CY451600	
156415489	CMBX AAA CDSI S16 PRC INDX	CY873245	
159189266	iTraxx Europe Main44-V1	2I666VDM4	
158185878	CRSP US MdCp TR	CRSPMIT	
159442334	PRIMEX.ARM.2	N/A	N/A
159269559	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159386758	UK RPI All Items NSA	N/A	N/A
157923414	CDX.NA.HY.40	2I65BRZI4	
159098228	CME E-mini S&P 500 Index Futures	ESZ5 Index	
159133185	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
156371270	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156390005	S and P 500 INDX	783786106	
157913508	CDX.EM.41	2I65BZFF4	
156084879	U.S. Urban CPI	CPURNSA	
159286587	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
156451464	CMBX AAA CDSI S13 PRC INDX	CY451600	
156443530	CMBX AAA CDSI S17 PRC CORP	CY885799	
156455356	MARKIT CMBX.NA.BBB 15	CY562349	
156459723	CMBX AAA CDSI S17 PRC CORP	CY885799	
156455908	CMBX AAA CDSI S17 PRC CORP	CY885799	
156358912	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156353206	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158181544	NASDAQ 100 STOCK INDX	NDX	
156419389	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159184828	iTraxx Europe Crossover42-V2	2I667KKW7	
158217897	Euro Stoxx 50 Pr	SX5E	
160436012	MSCI EM	MXEF	
159750339	Euronext CAC 40 Index	CAC	
159795526	U.S. Secured Overnight Financing Rate	SOFR	
158369778	RUSSELL 2000 INDEX	RTY	
159434276	CMBX.NA.AS.6	N/A	N/A
159426329	MEXICO INTERBANK TIIE 28 DAY	N/A	N/A
159423546	CMBX.NA.AAA.10	N/A	N/A
160469420	MSCI EM	MXEF	
157909370	CDX.EM.39	2I65BZFD9	
156352159	S and P 400 MIDCAP INDEX (MID)	EI09MID	
156493390	CMBX.NA.AA.6	137BEPAF8	
159290017	ABX.HE.AAA.06-2	N/A	N/A
158500334	Custom Equity Basket	252050_INDEX_HA	Custom Equity Basket
156456073	CMBX AAA CDSI S13 PRC INDX	CY451600	
156460092	CMBX AAA CDSI S17 PRC CORP	CY885799	
156453540	MARKIT CMBX.NA.BBB- S18	CZ030008	
161163140	MSCI EAFE         Dec25	IX55596393-0	
156370518	CMBX AAA CDSI S16 PRC INDX	CY873245	
156392427	S and P 500 INDX	783786106	
156392017	S and P 500 INDX	783786106	
161041787	SGX FTSE China A50 Futures Contract	XUX5 Index	
160385192	Secured Overnight Financing Rate	SOFRATE	
158355266	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156345481	CMBX AAA CDSI S17 PRC CORP	CY885799	
156418487	CMBX AAA CDSI S18 PRC INDX	CZ030005	
160487584	S&P 500 Index	SPX	
158243392	United States SOFR Secured Ove	SOFRRATE	
160947165	SFE S&P ASX Share Price Index 200 Futures	XPZ5 Index	
158471048	MSCI EMERGING MARKETS INDEX	GB00BP5FTD07	
156354568	CMBX AAA CDSI S17 PRC CORP	CY885799	
156348578	CMBX AAA CDSI S17 PRC CORP	CY885799	
156346418	CMBX AAA CDSI S17 PRC CORP	CY885799	
156364865	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156365113	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159424534	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159422483	MEXICO INTERBANK TIIE 28 DAY	N/A	N/A
159432871	ABX.HE.AAA.07-2	N/A	N/A
159435516	CMBX.NA.AAA.8	N/A	N/A
159754459	TSE TOPIX (Tokyo Price Index)	TPX	
159795213	U.S. Secured Overnight Financing Rate	SOFR	
160448675	FTSE CNA Stk Connect Net	FCASCN	
159110059	S&P 500 E-Mini Index	US78378X1072	
159126158	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
159384669	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
156456542	CMBX AAA CDSI S17 PRC CORP	CY885799	
158355415	CMBX AAA CDSI S17 PRC CORP	CY885799	
156421729	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159181578	Chicago Board Options Exchange SPX Volatility Index	US12497K1007	
159441085	ABX.HE.AA.06-2	N/A	N/A
159434560	UK RPI All Items NSA	N/A	N/A
159272505	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
157288651	CBOT Ultra Long-Term U.S. Treasury Bond Futures	WNZ5 Comdty	
158933743	CME E-mini Financial Select Sector Futures	IXAZ5 Index	
159747694	KFE KOSPI 200 Index	KOSPI2	
158144108	S&P 500 Index	SPX	
159342927	CMBX.NA.AAA.10	N/A	N/A
158369694	S&P 400 Index	MID	
156375435	CMBX BB CDSI S18 PRC INDX	CZ030007	
156367271	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156380049	CMBX BBB- CDSI S17 PRC INDX	CY885802	
161043161	Euronext Amsterdam Index Futures	EOX5 Index	
158358004	CMBX AAA CDSI S13 PRC INDX	CY451600	
156356319	MARKIT CMBX.NA.BBB 15	CY562349	
156308518	S and P 400 MIDCAP INDEX (MID)	EI09MID	
158497970	Custom Equity Basket	BRFMTRC_INDEX	Custom Equity Basket
156366761	CMBX AAA CDSI S17 PRC CORP	CY885799	
156372332	MARKIT CMBX.NA.BBB- S18	CZ030008	
156389304	S and P 500 INDX	783786106	
156388616	S and P 500 INDX	783786106	
156449799	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156461791	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156459244	CMBX BBB- CDSI S17 PRC INDX	CY885802	
161042895	Eurex Dow Jones EURO STOXX 50 Dividend Futures	DEDZ6 Index	
161041763	CBOE Volatility Index Futures	UXX5 Index	
156345719	CMBX BB CDSI S18 PRC INDX	CZ030007	
156399874	CMBX AAA CDSI S17 PRC CORP	CY885799	
158243453	Secured Overnight Financing Rate	SOFRATE	
156403481	NIKKEI 225 INDX	JP9010C00002	
159433002	CMBX.NA.AAA.6	N/A	N/A
159268699	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
157289307	CBOT 5 Year U.S. Treasury Notes	FVZ5 Comdty	
159795075	U.S. Secured Overnight Financing Rate	N/A	
159794019	U.S. Secured Overnight Financing Rate	SOFR	
158369691	S&P 500 Index	SPX	
156366811	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156376186	MARKIT CMBX.NA.BBB- S18	CZ030008	
156387279	S and P 500 INDX	783786106	
156391804	S and P 500 INDX	783786106	
159286335	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
156392776	CDX NA IG SERIES 44 5YR	CDXIG544	
156450006	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156452457	CMBX BBB- CDSI S16 PRC CORP	CY873248	
161041739	CME E-mini S&P 500 Index Futures	ESZ5 Index	
161042996	SGX Nikkei Dividend Index Futures	MNDZ5 Index	
161020675	SFE S&P ASX Share Price Index 200 Futures	XPZ5 Index	
158353171	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159175069	Nikkei 225 Index	JP9010C00002	
159173932	Markit CDX North American Investment Grade Index Series 45-V1	2I65BYEI2	
158243323	United States SOFR Secured Ove	SOFRRATE	
158217902	S&P/ASX 200 Index	AS51	
157289978	Long Gilt Futures	G Z5 Comdty	
159795409	U.S. Secured Overnight Financing Rate	SOFR	
159188294	S&P 500 Index	US78378X1072	
159178285	Markit CMBX North American BBB- 9	137BERAI8	
158243219	US CPI Urban Consumers NAS	CPURNSA	
158243457	Secured Overnight Financing Rate	SOFRATE	
159794513	U.S. Secured Overnight Financing Rate	SOFR	
159427211	CMBX.NA.AS.6	N/A	N/A
157288631	CBOT 2 Year U.S. Treasury Notes Futures	TUZ5 Comdty	
160474470	MSCI EM	MXEF	
158369895	MSCI EMERGING MARKETS INDEX	GB00BP5FTD07	
159133241	Markit iBoxx USD Liquid Leveraged Loans Total Return Index	IBXXLLTR Index	
156366727	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156374401	CMBX AAA CDSI S17 PRC CORP	CY885799	
156373460	MARKIT CMBX.NA.BBB- S18	CZ030008	
156382830	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158355541	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156494237	CDX.NA.IG.S43	2I65BYEG6	
159346135	CMBX.NA.AAA.10	N/A	N/A
159128882	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
156391229	S and P 500 INDX	783786106	
156388056	S and P 400 MIDCAP INDEX (MID)	EI09MID	
158276327	S&P 500 Index	SPX	
160947172	Eurex STOXX Europe 600 Futures	SXOZ5 Index	
156418638	CMBX AAA CDSI S17 PRC CORP	CY885799	
160630162	RUSSELL 2000 INDEX (RTY)	US7827001089	
158185778	S&P 500 Index	SPX	
159444346	SONIA O/N Deposit Rates Swap	N/A	N/A
159437439	ABX.HE.AAA.07-1	N/A	N/A
159751365	SGX FTSE China A50 Futures Con	XIN9I	
159793792	U.S. Secured Overnight Financing Rate	SOFR	
159794977	U.S. Secured Overnight Financing Rate	N/A	
159343188	CMBX.NA.AAA.12	N/A	N/A
156375487	MARKIT CMBX.NA.BBB 15	CY562349	
156373521	CMBX AAA CDSI S17 PRC CORP	CY885799	
156389712	S and P 500 INDX	783786106	
156387501	S and P 500 INDX	783786106	
160440866	TOPIX INDEX (TOKYO)	TPX	
156494127	CMBX.NA.AA.6	137BEPAF8	
161042883	SGX Nikkei Dividend Index Futures	MNDZ6 Index	
156408013	CMBX AAA CDSI S18 PRC INDX	CZ030005	
160628990	S and P 400 MIDCAP INDEX (MID)	EI09MID	
158243372	United States SOFR Secured Ove	SOFRRATE	
156409573	MARKIT CMBX.NA.BBB- S18	CZ030008	
159164031	EURO STOXX 50 Index	EU0009658145	
158243238	US CPI Urban Consumers NAS	CPURNSA	
159793745	U.S. Secured Overnight Financing Rate	SOFR	
159434396	SONIA O/N Deposit Rates Swap	N/A	N/A
159438052	UK RPI All Items NSA	N/A	N/A
159440147	UK RPI All Items NSA	N/A	N/A
156457923	CMBX AAA CDSI S15 PRC INDX	CY562346	
156393300	S and P 500 INDX	783786106	
156389111	S and P 500 INDX	783786106	
156491910	CMBX.NA.AA.6	137BEPAF8	
156376041	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156369896	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156391851	S and P 500 INDX	783786106	
156387593	S and P 500 INDX	783786106	
158335553	MSCI EAFE INDX(UN FOR FUTURES)	EI09MXEA	
158384565	S&P 500 Index	SPX	
156392256	ITRAXX XOVER S42 V3 12/20/29	ITXEX542	
156451837	CMBX BB CDSI S18 PRC INDX	CZ030007	
156452302	MARKIT CMBX.NA.BBB- S18	CZ030008	
161041778	S&P 500 Index	SPX Index	
161043169	Eurex Swiss Market New Index Futures	SMZ5 Index	
159376304	ABX.HE.AAA.06-2	N/A	N/A
158355671	MARKIT CMBX.NA.BBB 15	CY562349	
156403090	MSCI EAFE INDX(UN FOR FUTURES)	EI09MXEA	
159424901	ABX.HE.AAA.07-2	N/A	N/A
159273088	CHINA FIXING REPO RATES 7 DAY	N/A	N/A
159751490	SFE S&P ASX Share Price Index	AS51	
156376693	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156368474	CMBX BBB- CDSI S17 PRC INDX	CY885802	
156389770	S and P 500 INDX	783786106	
156388722	S and P 500 INDX	783786106	
159386997	UK RPI All Items NSA	N/A	N/A
160011539	CME E-mini S&P 500 Index Futures	ESZ5 Index	
156389746	S and P 500 INDX	783786106	
156450176	MARKIT CMBX.NA.BBB 15	CY562349	
156443960	CMBX AAA CDSI S17 PRC CORP	CY885799	
161042981	UKDA index - FTSE 100 Dividend Index Futures	UKDZ7 Index	
161043012	UKDA index - FTSE 100 Dividend Index Futures	UKDZ7 Index	
161041751	CME E-mini Russell 2000 Index Futures	RTYZ5 Index	
159374260	ABX.HE.AA.06-1	N/A	N/A
158355995	CMBX BB CDSI S18 PRC INDX	CZ030007	
159180550	CBOE Volatility Index	US12497K1007	
161151414	S&P500 EMINI FUT  Dec25	SPX	
159443138	ABX.HE.AAA.07-1	N/A	N/A
159428864	UK RPI All Items NSA	N/A	N/A
158354457	CMBX AAA CDSI S17 PRC CORP	CY885799	
160323603	CME E-mini Russell 2000 Index Futures	RTYZ5 Index	
159167089	EURO STOXX Bank Index	EU0009658426	
159176310	KOSPI 200 Index	KRD020020016	
157157678	NASDAQ 100 Stock Index	NDX	N/A
158243304	US CPI Urban Consumers NAS	CPURNSA	
159430875	MEXICO INTERBANK TIIE 28 DAY	N/A	N/A
157922220	CDX.EM.42	2I65BZFG2	
158238222	NASDAQ 100 STOCK INDX	NDX	
156393226	S and P 500 INDX	783786106	
156445528	CMBX AAA CDSI S17 PRC CORP	CY885799	
159036039	CME E-mini S&P 500 Index Futures	ESZ5 Index	
160413245	S&P/TSX 60 INDEX	SPTSX60	
159753118	BMF Mini Bovespa Index Future	IBOV	
157907785	CDX.EM.44	2I65BZFI8	
159344588	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159130054	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
156408609	CMBX AAA CDSI S17 PRC CORP	CY885799	
156417766	MARKIT CMBX.NA.BBB- S18	CZ030008	
156387470	S and P 500 INDX	783786106	
156388640	S and P 500 INDX	783786106	
156391370	S and P 500 INDX	783786106	
161042929	SGX Nikkei Dividend Index Futures	MNDZ6 Index	
160399367	ICE: (CDX.NA.IG.44.V1)	2I65BYEH4	
158358016	CMBX AAA CDSI S17 PRC CORP	CY885799	
158243335	United States SOFR Secured Ove	SOFRRATE	
158243437	Secured Overnight Financing Rate	SOFRATE	
155859719	CME E-mini S&P MidCap 400 Index Futures	FAU5 Index	
156395964	S and P 500 INDX	783786106	
158361237	MARKIT CMBX.NA.BBB- S18	CZ030008	
155864629	ICE U.S. mini MSCI EAFE Index Futures	MFSU5 Index	
159794918	U.S. Secured Overnight Financing Rate	SOFR	
159794390	U.S. Secured Overnight Financing Rate	SOFR	
156379597	CMBX AAA CDSI S13 PRC INDX	CY451600	
156388573	S and P 500 INDX	783786106	
156410431	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156405072	CMBX BB CDSI S18 PRC INDX	CZ030007	
159283697	NZ$ Bank Bill 3M FRA	N/A	N/A
161043241	Eurex Swiss Market New Index Futures	SMZ5 Index	
159136990	Russell 2000 E-Mini Index	US7827001089	
159136479	Russell 1000 E-Mini Index	RIY Index	
159183822	EURO STOXX 50 Index	EU0009658145	
159172484	S&P 500 Index	US78378X1072	
159173773	Niftym Index	NIFTYM Index	
159444791	ABX.HE.AAA.07-2	N/A	N/A
159434474	CMBX.NA.AAA.12	N/A	N/A
159382926	SONIA O/N Deposit Rates Swap	N/A	N/A
156493221	CMBX.NA.AA.6	137BEPAF8	
159129755	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
161043027	Eurex Dow Jones EURO STOXX 50 Dividend Futures	DEDZ7 Index	
160384929	JPY - 1D Overnight Tokyo Average Rate	TONA	
158356478	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158355891	CMBX BBB- CDSI S16 PRC CORP	CY873248	
158353884	CMBX BB CDSI S18 PRC INDX	CZ030007	
156409612	MARKIT CMBX.NA.BBB- S18	CZ030008	
156421831	MARKIT CMBX.NA.BBB- S18	CZ030008	
159188427	iTraxx Europe Crossover42-V3	2I667KMF2	
159754864	SAFEX FTSE/JSE Top 40 Index	TOP40	
156389763	S and P 500 INDX	783786106	
156388138	S and P 500 INDX	783786106	
160383831	ICE: (CDX.NA.IG.45.V1)	2I65BYEI2	
158360367	CMBX BB CDSI S18 PRC INDX	CZ030007	
159277074	CZK-PRIBOR-Reference Banks 6M	N/A	N/A
159277054	SONIA O/N Deposit Rates Swap	N/A	N/A
159126107	Russell 2000 E-Mini Index	US7827001089	
157289107	CBOT U.S. Long Bond Futures	USZ5 Comdty	
159386904	CMBX.NA.AAA.12	N/A	N/A
157907613	CDX.EM.40	2I65BZFE7	
159134083	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
156367887	CMBX BBB- CDSI S17 PRC INDX	CY885802	
159750239	FTSE Taiwan Index	FTCRTWRP	
159287931	ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF	N/A	N/A
156458833	CMBX AAA CDSI S13 PRC INDX	CY451600	
156406440	CMBX BBB- CDSI S17 PRC INDX	CY885802	
158243378	United States SOFR Secured Ove	SOFRRATE	
155871182	CME E-mini Russell 2000 Index Futures	RTYU5 Index	
158217893	TOPIX INDEX (TOKYO)	TPX	
160439395	MSCI EUROPE NR	M7EU	
160440029	Euro Stoxx 50 Pr	SX5E	
159793688	U.S. Secured Overnight Financing Rate	SOFR	
158180638	S&P 500 Index	SPX	
156388377	S and P 500 INDX	783786106	
161042878	SGX Nikkei Dividend Index Futures	MNDZ5 Index	
160396926	ICE: (CDX.NA.IG.44.V1)	2I65BYEH4	
157908657	CDX.EM.43	2I65BZFH0	
159289605	ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF	N/A	N/A
158369885	MSCI EAFE INDX(UN FOR FUTURES)	EI09MXEA	
156392538	RUSSELL 2000 INDEX (RTY)	US7827001089	
156395929	ITRAXX XOVER S42 V3 12/20/29	ITXEX542	
156458016	MARKIT CMBX.NA.BBB- S18	CZ030008	
160638557	MSCI EMERGING MARKETS INDEX	GB00BP5FTD07	
156396601	CMBX AAA CDSI S17 PRC CORP	CY885799	
156409468	CMBX AAA CDSI S17 PRC CORP	CY885799	
159188813	Markit CDX North American Investment Grade Index Series 45-V1	2I65BYEI2	
159183334	iTraxx Europe Crossover42-V2	2I667KKW7	
159184735	Markit CDX North American High Yield Index Series 41-V2	2I65BRAB1	
158220082	S&P 500 Index	SPX	
156455412	CMBX AAA CDSI S17 PRC CORP	CY885799	
156456521	CMBX AAA CDSI S13 PRC INDX	CY451600	
156368114	CMBX BB CDSI S18 PRC INDX	CZ030007	
156388017	S and P 500 INDX	783786106	
158487244	Custom Equity Basket	252048_INDEX_GA	Custom Equity Basket
156401908	CMBX AAA CDSI S17 PRC CORP	CY885799	
160488116	S&P 400 Index	MID	
161042872	SGX Nikkei Dividend Index Futures	MNDZ6 Index	
158181485	S&P 400 Index	MID	
158209975	S&P 500 Index	SPX	
159184618	Niftym Index	NIFTYM Index	
159170285	iTraxx Europe Senior Financials44-V1	2I667DCS1	
159173136	Markit CDX North American Investment Grade Index Series 39-V1	2I65BYEB7	
158243408	Secured Overnight Financing Rate	SOFRATE	
159433614	CMBX.NA.AAA.10	N/A	N/A
157288889	Ultra 10 Year U.S. Treasury Notes Futures	UXYZ5 Comdty	
160463939	FTSE CNA Stk Connect Net	FCASCN	
159384589	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159345063	CMBX.NA.AAA.10	N/A	N/A
159748580	CME E-Mini NASDAQ 100 Index Fu	NDX	
159794983	CDX HY43 V1 (15-25%) 5% 12/20/2029	N/A	
159292337	SONIA O/N Deposit Rates Swap	N/A	N/A
156448519	CMBX AAA CDSI S17 PRC CORP	CY885799	
158243484	Secured Overnight Financing Rate	SOFRATE	
159438277	CMBX.NA.AAA.12	N/A	N/A
157288321	Eurex 5 Year Euro BOBL Futures	OEZ5 Comdty	
159748839	ICE US mini MSCI EAFE Index	MXEA	
159795124	U.S. Secured Overnight Financing Rate	SOFR	
159344202	CMBX.NA.AAA.10	N/A	N/A
159127924	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
159130985	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
159130517	iBoxx USD Liquid High Yield Total Return Index	IBOXHY Index	
156373385	CMBX AAA CDSI S17 PRC CORP	CY885799	
156389151	S and P 500 INDX	783786106	
156389378	S and P 500 INDX	783786106	
158500914	Custom Equity Basket	252050_INDEX_BA	Custom Equity Basket
156455267	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156459393	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159370007	IRS USD R 3.40000 05/21/27-1Y (GRN) CME	N/A	N/A
156084867	U.S. Urban CPI	CPURNSA	
159304769	SONIA O/N Deposit Rates Swap	N/A	N/A
156312341	MSCI EAFE INDX(UN FOR FUTURES)	EI09MXEA	
156460938	CMBX AAA CDSI S17 PRC CORP	CY885799	
158499239	Custom Equity Basket	BRFMTRB_INDEX	Custom Equity Basket
156387311	S and P 500 INDX	783786106	
160385299	United States SOFR Secured Ove	SOFRRATE	
158208012	S&P 500 Index	SPX	
156354853	MARKIT CMBX.NA.BBB- S18	CZ030008	
158712443	MSCI EAFE         Dec25	IX55596393-0	
156397577	CMBX AAA CDSI S18 PRC INDX	CZ030005	
156401861	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156422493	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159161001	KOSPI 200 Index	KRD020020016	
159176211	iTraxx Asia Ex Japan Investment Grade Index series 43-V1	4ABCAMBN5	
158243329	United States SOFR Secured Ove	SOFRRATE	
159753466	Eurex DAX Index	DAX	
159441730	AUD-BBR-BBSW-Bloomberg 6M	N/A	N/A
159434348	CMBX.NA.AAA.8	N/A	N/A
156493491	CMBX.NA.AA.6	137BEPAF8	
156454838	CMBX AAA CDSI S16 PRC INDX	CY873245	
156454450	CMBX BBB- CDSI S16 PRC CORP	CY873248	
159736750	CBOT U.S. Long Bond Futures	USZ5 Comdty	
158505872	Custom Equity Basket	BRFMTRD_INDEX	Custom Equity Basket
156369369	MARKIT CMBX.NA.BBB- S18	CZ030008	
156393072	S and P 500 INDX	783786106	
161043098	SGX Nikkei Dividend Index Futures	MNDZ5 Index	
156345464	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156347745	CMBX AAA CDSI S17 PRC CORP	CY885799	
156392807	CMBX BBB- CDSI S16 PRC CORP	CY873248	
156407395	MARKIT CMBX.NA.BBB- S18	CZ030008	
