HOLDING_ID	PUT_OR_CALL	WRITTEN_OR_PURCHASED	SHARES_CNT	PRINCIPAL_AMOUNT	CURRENCY_CODE	EXERCISE_PRICE	EXPIRATION_DATE	UNREALIZED_APPRECIATION
158644038	Call	Written	100			125	16-JAN-2026	2041710
159372893	Call	Purchased				4.07	07-MAR-2035	-2096636.13
159369522	Put	Purchased				4.46	01-AUG-2035	-3730500.6
159376820	Put	Written				5.5	29-DEC-2025	196082.76
158356399	Call	Purchased	1			4.025	23-APR-2030	-74143.4
158360279	Call	Purchased	1			3.8	10-AUG-2026	-196763.32
159369958	Call	Written				3.33	08-OCT-2025	1490465.66
159371621	Call	Purchased				4.25	20-FEB-2035	-2013124.15
156349640	Call	Purchased	1			4.03	25-APR-2030	-129670.2
156398463	Call	Written	1			3.68	29-AUG-2025	9493.4
159188445	Put	Purchased	100			11	17-OCT-2025	30960.45
159188669	Call	Written	1			1.19	29-OCT-2025	144012.24
158243519	Call	Purchased	23300000			3.26	26-MAR-2026	143938.46
158243481	Call	Written	-11700000			3.6	25-MAR-2026	-191820.08
158643872	Call	Written	100			145	16-JAN-2026	-672125
158644117	Call	Written	100			270	16-JAN-2026	507058.3
158643920	Call	Written	100			860	16-JAN-2026	1407600
158643847	Call	Written	100			260	16-JAN-2026	-8505714
158643775	Call	Written	100			140	16-JAN-2026	-681575.31
159795680	Put	Written	-139218000			130	19-NOV-2025	1088301.91
159370586	Put	Purchased				4.26	13-FEB-2035	-1508070.28
159370649	Call	Purchased				4.4	25-JUN-2035	-4256174.4
159372638	Call	Purchased				4.69	27-AUG-2035	-1061773.56
159372473	Call	Purchased				4.29	07-MAY-2035	-1320975.78
158354740	Put	Purchased	1			4.01	07-MAY-2030	-152045.97
158360139	Put	Purchased	1			3.837	22-JUL-2026	13651.92
156349079	Call	Purchased	1			4.108	28-JAN-2026	-1563382.05
156364366	Put	Purchased	1			4.08	24-APR-2030	-143946.66
156398673	Call	Written	1			3.645	29-AUG-2025	5774.79
156396895	Call	Written	1			3.551	15-SEP-2025	5166.4
159187418	Put	Written	1			16000	12-DEC-2025	297383.29
159181767	Put	Written	100			230	21-NOV-2025	159765.86
159165856	Call	Purchased		350000000	JPY	0	21-DEC-2027	170963.64
159160151	Call	Purchased	1			1	15-MAR-2029	1111750.24
158643996	Call	Written	100			810	16-JAN-2026	442755.53
158644135	Call	Written	100			165	16-JAN-2026	-45606
158643982	Call	Written	100			680	16-JAN-2026	-3493642.58
158644083	Call	Written	100			380	16-JAN-2026	501424
159794475	Call	Written	-135871875			2.852	13-FEB-2026	177339.98
156369053	Put	Purchased	1			4.01	07-MAY-2030	-120007.5
156388836	Put	Written	100			6400	16-SEP-2025	5356.54
156388704	Put	Written	100			6125	29-AUG-2025	366652.12
156387031	Put	Written	100			6410	12-SEP-2025	5776.54
159366702	Call	Written				3.48	17-OCT-2025	-442100.64
159372587	Call	Purchased				4.43	16-MAY-2035	-1127500.34
159185398	Call	Written	1			45	21-NOV-2025	23015.38
159167411	Call	Purchased	100			35	21-NOV-2025	-186.43
159179398	Put	Written	1			48	16-JAN-2026	270025
159183059	Call	Purchased	1			.01	13-DEC-2033	6984093.74
159161526	Call	Written	100			20	17-OCT-2025	-132424.65
159189569	Put	Written	100			40	17-OCT-2025	-160089.68
159180621	Put	Purchased	1			147	23-OCT-2025	22133.34
158644104	Call	Written	100			290	19-DEC-2025	-3532941.48
158643850	Call	Written	100			270	16-JAN-2026	-6005284
159444685	Put	Purchased				2.4	20-JUL-2027	20896017.38
159276839	Put	Written				3.67	14-OCT-2025	-3857.58
159270702	Put	Written				3.81	06-OCT-2025	176616.05
159270383	Call	Written				7.85	14-AUG-2026	-4164.95
157289802	Put	Purchased	1			4.22	30-JAN-2026	-1747138.8
156415960	Call	Purchased	1			3.8	10-AUG-2026	-66951.35
156419497	Put	Written	1			3.851	15-SEP-2025	6860.18
159179487	Call	Purchased	100			667	10-OCT-2025	187131.88
159169106	Call	Purchased	1			11.5	01-FEB-2026	-412113.38
159186968	Call	Purchased	1			2.9	18-AUG-2026	-23632.66
159160270	Put	Written	100			59	17-OCT-2025	217488.56
157759914	Call	Purchased	53352			0	31-MAR-2040	0
159269608	Put	Purchased				.62	14-OCT-2025	-86241.59
159269021	Call	Purchased				7.8	24-AUG-2026	-22503.1
159269372	Call	Purchased				7.8	14-AUG-2026	-2859.78
159271989	Put	Written				5.22	07-NOV-2025	28670.4
159268215	Call	Written				7.85	24-AUG-2026	-2036.96
156389770	Put	Purchased	100			5850	09-SEP-2025	-44051.94
159182026	Put	Purchased	1			161.5	14-NOV-2025	-564760.2
159182374	Put	Purchased	1			87	10-NOV-2025	-100381.84
159181959	Put	Purchased	100			6500	07-NOV-2025	-595543.32
159180814	Call	Purchased	1			11.5	01-JUL-2026	-715848.48
159169349	Call	Purchased	1			1.19	29-OCT-2025	-155620.09
159188491	Put	Written	1			5660.9438	01-OCT-2025	143622.67
159182982	Call	Purchased	1			1.17	29-OCT-2025	53321.96
158644122	Call	Written	100			330	16-JAN-2026	-1276521.28
159795422	Put	Written	-135871875			3.86	13-FEB-2026	236404.83
159793966	Call	Written	-440817500			3	13-FEB-2026	888683.67
159438431	Put	Written				.03	23-JUL-2026	22409905
159271831	Call	Written				5.8	10-DEC-2025	247654.77
156461468	Call	Purchased	1			4.08	24-APR-2030	-354129.13
156399389	Call	Purchased	.01			7.8	24-AUG-2026	-8930.13
158499311	Call	Purchased	1			.3414	31-DEC-2049	238327.16
156387279	Put	Purchased	100			6200	02-SEP-2025	-1911.18
156389712	Put	Purchased	100			5975	05-SEP-2025	-7436.64
156391306	Put	Purchased	100			5800	16-SEP-2025	-37931.58
159370128	Put	Purchased				99.81	06-NOV-2025	-189682.55
160532482	Put	Purchased		1500000000	USD	57.5	21-JAN-2026	-602709.6
159299867	Put	Purchased				1.11	24-NOV-2025	-1083428.79
156396636	Call	Written	100000			113.5	26-SEP-2025	-21146.4
156451025	Put	Purchased	1			4.03	25-APR-2030	-427933.64
156387512	Put	Written	100			6310	09-SEP-2025	35554.54
156387015	Put	Purchased	100			5925	09-SEP-2025	-6620.34
159374815	Put	Purchased				98.96	04-DEC-2025	-31450.2
156392813	Call	Purchased	.01			7.8	14-AUG-2026	-6280.33
160752223	Call	Purchased	25809			32	30-OCT-2026	77427
159366826	Put	Purchased				3.98	17-OCT-2025	-2728.16
159367198	Put	Purchased				98.18	06-NOV-2025	-209941.88
159372369	Call	Purchased				4.26	13-FEB-2035	-2052008.18
159369741	Put	Purchased				99.64	07-OCT-2025	-45702.48
159369864	Put	Purchased				6	03-NOV-2025	-1337881.79
156393926	Call	Purchased	1			4.065	02-MAY-2030	-21237.75
157702715	Put	Written	100			235	21-NOV-2025	799294.2
156395964	Put	Purchased	100			5825	03-SEP-2025	-27055.17
156456034	Put	Purchased	1			3.8	10-AUG-2026	1399.77
156442754	Put	Purchased	1			3.9	08-JUL-2026	84136.15
161041796	Call	Purchased	10			9625	16-JAN-2026	669076.36
158712396	Call	Purchased	1			2.45	31-DEC-2099	41424.51
158977780	Call	Purchased	1			11.5	22-AUG-2028	96587.53
159167869	Put	Written	100			1400	17-OCT-2025	194817.34
159163658	Put	Written	1			1.165	01-OCT-2025	384907.95
159179232	Put	Written	1			3.9	15-OCT-2025	365311.57
158643805	Call	Written	100			120	16-JAN-2026	-1788955.44
159387873	Call	Written				.03	25-JUL-2026	1076155.45
156456612	Call	Purchased	1			3.805	05-NOV-2029	-57890.58
156442557	Call	Purchased	1			4.065	02-MAY-2030	-58149.72
156451778	Call	Purchased	1			3.9025	14-APR-2026	-301320.65
161020525	Call	Purchased	1			1	02-AUG-2030	1.48
159369241	Put	Purchased				5	08-OCT-2025	-1543895.78
159374630	Call	Purchased				2.5	16-JUN-2026	-272578.5
158356451	Call	Purchased	1			3.853	16-SEP-2030	85720.19
159342461	Call	Written				3.55	27-OCT-2025	-28978.32
156389763	Put	Purchased	100			6020	29-AUG-2025	-3709.68
156400857	Put	Written	100000			127	26-SEP-2025	10048.78
159163722	Put	Written	100000			111	24-OCT-2025	-49192.5
159183114	Put	Written	100			90	21-NOV-2025	19553.1
159167103	Put	Written	100			228	30-SEP-2025	7026.55
158643788	Call	Written	100			180	16-JAN-2026	717182.82
159794540	Call	Written	-217395000			2.685	14-AUG-2026	112325.83
159795392	Put	Purchased	220792000			1.12	13-JAN-2026	-784238.34
156422121	Call	Purchased	1			4.08	24-APR-2030	-35229.54
159176237	Call	Written	100			80	17-OCT-2025	535626.8
159178380	Call	Purchased	1			2.9	17-AUG-2026	-6745.78
159184905	Call	Purchased	100			250	21-NOV-2025	402788.39
158644089	Call	Written	100			400	16-JAN-2026	855200.46
160936545	Call	Purchased	1			11.5	31-MAR-2040	.16
159275452	Call	Written				3.51	06-OCT-2025	173776.33
159271628	Put	Written				111	24-OCT-2025	19609.91
159189862	Put	Written	100000			108.75	24-OCT-2025	-56563.9
159178062	Put	Written	1			157	14-NOV-2025	343754.4
159169954	Put	Purchased	1			29.7	16-OCT-2025	-419322.18
159172132	Call	Purchased	1			19.2	29-OCT-2025	-739696.32
159166770	Call	Written	100			900	21-NOV-2025	289719.07
159176432	Put	Written	1			3.9	22-DEC-2025	1102306.58
159160455	Call	Purchased	1			11.5	30-APR-2026	7194.68
159175707	Put	Written	1			3.77	20-NOV-2025	380255.18
159179436	Put	Written	1			1.14	08-OCT-2025	1640854.81
159167475	Put	Written	1			142	09-OCT-2025	292677.1
159166948	Call	Purchased	1			3.65	26-NOV-2025	-4437439.59
158644107	Call	Written	100			300	19-DEC-2025	-2714024.24
159272969	Call	Purchased				7.8	14-AUG-2026	-18465.46
159794388	Call	Written	-440817500			3	13-FEB-2026	893091.85
158881780	Call	Purchased	1			1	31-MAR-2040	0
159388221	Put	Purchased				2.17	19-JUL-2032	1586407.98
159422367	Call	Purchased				2.18	21-JUL-2032	-23946241.11
158502015	Call	Purchased	1			.01	30-DEC-2029	33899.88
156387362	Put	Written	100			6460	09-SEP-2025	-11051.46
156390017	Put	Written	100			6375	05-SEP-2025	21445.32
156388138	Put	Written	100			6330	29-AUG-2025	35572.04
156393338	Put	Written	100			6330	16-SEP-2025	234802.44
156389512	Put	Purchased	100			5825	16-SEP-2025	-2920.68
159370212	Call	Purchased				4.64	23-JUL-2035	-3285649.36
159370667	Put	Written				4.2	07-OCT-2025	183541.39
159371817	Put	Purchased				4.4	25-JUN-2035	-2414356.7
156400271	Put	Purchased	1			4.146	30-JUL-2030	-4445.34
156397056	Put	Purchased	.01			.6225	14-OCT-2025	-29168.33
159183552	Put	Written	1			75	18-MAR-2026	-1313.59
159178216	Put	Written	1			137	31-OCT-2025	2097326.4
159174309	Call	Purchased	1			11.5	03-DEC-2028	-296156.52
159182884	Put	Purchased	1			3.7	09-DEC-2025	-2090426.91
158644035	Call	Written	100			105	16-JAN-2026	2893374.06
158643985	Call	Written	100			760	16-JAN-2026	-1474519.8
156084155	Call	Purchased	1000000			96.125	12-SEP-2025	-2147910.26
159284702	Put	Written				3.67	14-OCT-2025	-113865.12
157701883	Call	Written	100			80	19-DEC-2025	928235.5
160530842	Put	Written		-1000000000	USD	65	19-NOV-2025	254208.02
156086883	Call	Purchased	180549			0	31-MAR-2040	0
159181295	Put	Purchased	100			236	30-SEP-2025	-74973.45
159160650	Put	Purchased	1			2.7	24-JUN-2026	179967.61
159176665	Put	Written	100			600	17-OCT-2025	13991.23
159182898	Put	Written	100			260	21-NOV-2025	138964.61
159178524	Put	Purchased	1			1.165	07-OCT-2025	-166439.46
159182169	Call	Purchased	1			1	11-APR-2030	567647.16
158643965	Call	Written	100			610	16-JAN-2026	234468.96
158643893	Call	Written	100			215	16-JAN-2026	-10127258.72
158644013	Call	Written	100			200	16-JAN-2026	-746113.92
159793686	Call	Written	-135871875			2.71	19-AUG-2026	41136.57
159346472	Call	Written				3.51	06-OCT-2025	6528.27
156389480	Put	Purchased	100			6070	09-SEP-2025	-2101.68
156388003	Put	Purchased	100			5850	23-SEP-2025	-9330.72
159170936	Call	Purchased	100			175	21-NOV-2025	-11112.13
159161040	Put	Purchased	1			137	31-OCT-2025	-1966470.14
159184369	Put	Written	1			3.45	17-DEC-2025	-82842.44
159188718	Put	Written	1			146.5	01-OCT-2025	27880.81
159189787	Call	Purchased	1			7.15	31-OCT-2025	-329674.05
159370110	Put	Purchased				4.07	16-OCT-2025	675.45
159369153	Call	Purchased				2.5	29-MAY-2026	-398167
159371156	Put	Written				4.2	07-OCT-2025	281029.56
159371107	Call	Purchased				4.52	29-MAY-2035	-1058794.17
159374992	Put	Purchased				5.5	30-JAN-2026	-695772.84
156405000	Call	Purchased	1			3.9025	14-APR-2026	-100243.66
156408586	Call	Purchased	1			4.075	24-APR-2030	-60161.85
159164557	Call	Purchased	1			8.465	16-MAY-2034	3286960.2
159175197	Call	Written	100			82	16-JAN-2026	31979.68
159180593	Put	Purchased	1			6038.34	01-OCT-2025	-352750.83
159181837	Put	Purchased	100			79	17-OCT-2025	-902395.14
159172643	Call	Purchased	100			100	19-DEC-2025	-81980.97
159181046	Put	Written	1			24400	28-OCT-2025	-662894.98
159182367	Call	Purchased	100			700	21-NOV-2025	-125252.69
159185460	Call	Purchased	1			1.18	02-OCT-2025	-11031.56
159186671	Put	Purchased	1			3.67	20-NOV-2025	-260805.2
159174195	Call	Purchased	1			.01	30-DEC-2029	133462.11
159184708	Put	Written	100			6400	07-NOV-2025	486445.75
158643954	Call	Written	100			500	18-JUN-2026	-3605634
159794088	Put	Purchased	27674000			123.5	20-MAY-2026	-370051.35
159369906	Put	Purchased				4.64	23-JUL-2035	-2417183.16
158359278	Put	Purchased	1			3.8	10-AUG-2026	14860.19
160007836	Call	Purchased	1			15.5	07-OCT-2026	904.4
159270110	Put	Purchased				1.15	08-OCT-2025	-514715.88
159275286	Put	Purchased				5.47	18-NOV-2025	275781.8
157756445	Call	Purchased	639.28			29.99	09-FEB-2026	-261271.47
157702662	Call	Written	100			105	19-DEC-2025	-775882.25
159376549	Put	Purchased				98.97	04-DEC-2025	-79454.33
159366963	Call	Written				3.45	30-SEP-2025	896775.57
159367026	Call	Purchased				4.46	06-AUG-2035	-2682385.14
158356082	Put	Purchased	1			3.853	16-SEP-2030	-36550.86
159269962	Put	Purchased				24.2	11-MAR-2026	13460.77
159275398	Put	Written				2.85	02-OCT-2025	13272.41
159387075	Put	Written				.03	23-JUL-2026	1941899.4
157701990	Put	Written	100			70	17-OCT-2025	727152.75
157701610	Put	Written	100			380	21-NOV-2025	1487066.37
157702397	Call	Written	100			85	17-OCT-2025	-1422897.25
159370861	Put	Purchased				98.95	04-DEC-2025	-23376.6
159372416	Put	Purchased				4.44	18-JUN-2035	-1659009.15
159370715	Put	Purchased				4.49	07-AUG-2035	-1838301.3
159276150	Call	Written				3.51	06-OCT-2025	17752.65
159284395	Put	Purchased				1.12	14-OCT-2025	-568386.46
157702859	Put	Written	100			275	19-DEC-2025	-965867.25
157701932	Call	Written	100			295	21-NOV-2025	-6675164.5
156393867	Put	Written	.01			94.875	08-SEP-2025	25030.23
156457152	Call	Purchased	1			3.8	10-AUG-2026	-362254.62
160526036	Call	Purchased		381470000	USD	1.303	13-MAY-2026	-284064.61
158975506	Call	Purchased	1			35	16-APR-2027	30.84
159376291	Put	Purchased				5	20-MAR-2026	-386428.03
159370118	Put	Purchased				99.16	07-OCT-2025	-425542.69
159375707	Put	Purchased				5	16-DEC-2025	-354364.56
158360844	Put	Purchased	1			4.065	02-MAY-2030	-146558.26
158359586	Put	Purchased	1			3.853	16-SEP-2030	-11374.91
159440478	Put	Purchased				2.11	26-JUL-2032	20950246.71
159275557	Put	Purchased				1.13	10-OCT-2025	-269354.89
157702593	Call	Written	100			35	21-NOV-2025	-752496.75
156397813	Call	Purchased	1			4.427	06-AUG-2035	-32556.53
159369251	Put	Written				3.99	07-OCT-2025	48107.97
159366735	Put	Written				.03	26-JAN-2027	13555741.6
156359343	Call	Purchased	1			3.8	10-AUG-2026	-87688.13
159180529	Call	Purchased	1			1	20-SEP-2032	1110.33
159183536	Call	Purchased	100			185	21-NOV-2025	293151.93
159185790	Call	Purchased	1000			46000	14-NOV-2025	-908197.26
159178389	Call	Purchased	100			2.5	17-OCT-2025	2876.82
156362274	Call	Purchased	1			3.804	25-AUG-2026	-109619.33
156359103	Put	Purchased	1			3.837	22-JUL-2026	-5450.99
156394765	Call	Purchased	1			3.245	07-AUG-2026	-1478.92
159343153	Call	Written				3.4	06-OCT-2025	110288.5
160531006	Call	Written		-1500000000	USD	50	21-JAN-2026	222694.97
159271771	Put	Purchased				24.1	13-MAR-2026	-602.49
159276313	Call	Purchased				7.8	14-AUG-2026	-10191.94
159794511	Call	Written	-135871875			2.94	18-FEB-2026	16137.5
156391247	Call	Purchased	1			4.628	20-AUG-2035	-32948.92
158506193	Call	Purchased	1			11.5	04-JUN-2026	-103622.76
156387652	Put	Purchased	100			6000	19-SEP-2025	1285.32
156393300	Put	Written	100			6385	02-SEP-2025	24955.32
160530089	Call	Written		-2250000000	USD	47.5	17-DEC-2025	-138395.5
160529378	Put	Written		-545000000	USD	70	21-JAN-2026	76892.13
159367393	Put	Purchased				96.98	07-OCT-2025	-355037.57
156349173	Call	Purchased	1			4.146	30-JUL-2030	-187561.7
159166867	Put	Written	1			4.2	22-DEC-2025	477381.98
159180968	Call	Written	100			81	19-DEC-2025	-539520.27
159182453	Call	Purchased	100			240	17-OCT-2025	152528.22
159188376	Call	Written	1			7.75	16-OCT-2025	242557.34
157666197	Call	Purchased	1000000			96.5	12-DEC-2025	-1535446.92
158243510	Call	Written	-90700000			2.7	26-MAR-2026	-197148.81
159276566	Put	Written				5.28	10-DEC-2025	-147482.95
157288381	Put	Purchased	1			4.03	27-FEB-2026	-1687588.1
159794935	Call	Written	-217395000			2.685	14-AUG-2026	102543.05
159793642	Put	Purchased	283040000			1.01	24-NOV-2025	-4181358.78
159383227	Put	Written				41.6	12-NOV-2025	119046.4
157701672	Call	Written	100			240	21-NOV-2025	539128.75
157703119	Put	Written	100			225	21-NOV-2025	4396035.5
157702103	Call	Written	100			330	19-DEC-2025	1587528.75
157701723	Put	Written	100			50	21-NOV-2025	-121734.5
157703062	Put	Written	100			185	19-DEC-2025	2679757.5
156393560	Call	Purchased	1			3.222	04-AUG-2026	-1790.27
159268499	Call	Written				5.77	07-NOV-2025	539416.2
159276065	Call	Written				5.8	18-NOV-2025	222892.5
159299903	Call	Written				130.5	24-OCT-2025	403461.61
157702198	Call	Written	100			420	21-NOV-2025	-4029264.5
157701664	Put	Written	100			75	21-NOV-2025	360257.5
157702503	Put	Written	100			210	21-NOV-2025	3228017.75
157702052	Put	Written	100			65	21-NOV-2025	90135.5
157702746	Put	Written	100			105	16-JAN-2026	-463469
158496859	Call	Purchased	1			11.5	27-DEC-2027	-72390.16
156389378	Put	Purchased	100			5900	29-AUG-2025	-4957.96
160404672	Call	Purchased	91400000			3.3	28-JAN-2026	-186602.24
159180833	Put	Purchased	1			3.75	18-DEC-2025	-46148.58
159178465	Call	Purchased	1			1.215	22-DEC-2025	-230322.91
158243405	Put	Purchased	64300000			3.9	01-OCT-2025	-545739.82
158643939	Call	Written	100			850	16-JAN-2026	526791
157703158	Call	Written	100			125	16-JAN-2026	939531
156399422	Put	Purchased	100			5750	03-SEP-2025	-75616.62
156380028	Call	Purchased	1			3.804	25-AUG-2026	-90743.4
156388534	Call	Written	100			300	19-SEP-2025	165838.49
156388616	Put	Written	100			6360	29-AUG-2025	20740.32
156396008	Put	Written	100			6360	24-SEP-2025	-54945.7
156388573	Put	Purchased	100			6260	05-SEP-2025	505.32
159184754	Put	Purchased	1			60	18-FEB-2026	-730.5
159184738	Call	Written	1			2.4	17-AUG-2026	69825.05
159189886	Put	Written	1			104.5	15-OCT-2025	5998.99
159177554	Call	Purchased	1			3.8	14-JAN-2026	-163866.38
159186869	Call	Purchased		720000000	JPY	0	31-MAR-2026	177040.78
159367526	Call	Purchased				2.5	20-FEB-2026	-242767.8
158356162	Call	Purchased	1			3.853	16-SEP-2030	22143.34
156417072	Put	Purchased	1			4.065	02-MAY-2030	-20170.1
156414503	Call	Purchased	1			3.753	31-OCT-2029	-23795.39
156421877	Put	Purchased	1			3.753	31-OCT-2029	-86775.46
159794416	Call	Written	-440817500			3	13-FEB-2026	882071.41
159291794	Call	Written				2.55	17-OCT-2025	76493.59
157701693	Put	Written	100			350	19-DEC-2025	831808.87
157701653	Call	Written	100			100	19-DEC-2025	808335.5
156392740	Put	Purchased	1			4.427	06-AUG-2035	14719.38
158506613	Put	Written	100000			106	24-OCT-2025	74193.46
156371584	Put	Purchased	1			3.804	25-AUG-2026	87166.7
156388017	Put	Purchased	100			6100	12-SEP-2025	655.32
156406393	Call	Written	1			3.52	04-SEP-2025	10739.95
156386997	Put	Purchased	100			5575	05-SEP-2025	-6620.46
156420034	Call	Purchased	1			4.01	20-DEC-2029	-16835.72
159795418	Put	Purchased	70580000			2.73	01-APR-2026	-1018052.98
159794374	Put	Written	-12741000			130	19-NOV-2025	99676.03
159794405	Call	Written	-135871875			2.853	13-FEB-2026	176368.49
160909220	Call	Purchased	1.541775			.56	10-JUN-2071	-.28
159301301	Call	Written				3.55	27-OCT-2025	-50534.4
157701747	Call	Written	100			190	21-NOV-2025	-1888434.5
156456310	Call	Purchased	1			3.753	31-OCT-2029	-209523.02
158496125	Call	Purchased	1			11.5	03-NOV-2026	-18315.15
159373934	Put	Written				.02	01-OCT-2027	6325880
159370838	Put	Purchased				5	24-OCT-2025	-338786.38
159373630	Call	Purchased				4.52	13-AUG-2035	-3307618.8
156420473	Put	Purchased	1			4.075	24-APR-2030	-50817.11
156404366	Call	Written	1			3.645	29-AUG-2025	10449.62
160028940	Call	Purchased	1			.7	13-AUG-2025	0
159184512	Call	Written	100000			115.5	24-OCT-2025	77412.85
159180558	Call	Purchased	100			40	22-OCT-2025	-35409.59
159178767	Put	Written	1			3.1	24-JUN-2026	-52196.22
159179049	Put	Written	1			3.85	20-NOV-2025	421744.17
159178249	Call	Purchased	1			11.5	27-DEC-2027	5919.84
159167997	Call	Written	1			535	11-DEC-2025	8776
158644080	Call	Written	100			370	16-JAN-2026	1782588.33
158643887	Call	Written	100			97.5	16-JAN-2026	1853940.45
159275106	Put	Purchased				393	12-NOV-2025	134883.33
159269749	Put	Purchased				1.1	17-DEC-2025	-483945.16
159367969	Call	Purchased				4.46	01-AUG-2035	-3517103.68
160529540	Put	Purchased		1300000000	USD	55	19-NOV-2025	-1879476.66
156400345	Put	Written	1			3.995	29-AUG-2025	5774.79
159189799	Put	Purchased	1			24	22-DEC-2025	-60808.08
159188438	Call	Purchased	1			1.185	20-NOV-2025	-40974.9
159164821	Put	Written	100			160	17-OCT-2025	35124.32
159177311	Call	Purchased	1			471.22	11-DEC-2025	135767.52
158643917	Call	Written	100			840	16-JAN-2026	1746562.5
158644010	Call	Written	100			190	16-JAN-2026	-1119777.6
156389151	Put	Written	100			6455	12-SEP-2025	-9664.68
159370557	Put	Written				4.27	07-OCT-2025	354530.67
156401759	Call	Purchased	1			4.03	25-APR-2030	-43510.6
159182798	Put	Purchased	100			80	17-OCT-2025	-39393.81
159187199	Call	Written	1			3.15	26-NOV-2025	1472541.56
159160870	Call	Purchased	100			250	21-NOV-2025	196846.54
159178111	Call	Purchased	.06667			11.5	01-SEP-2026	-873287.94
158643959	Call	Written	100			580	16-JAN-2026	243034.73
159793779	Put	Written	-135871875			3.94	18-FEB-2026	244053.07
159341389	Call	Written				3.33	14-OCT-2025	96209.05
159346530	Call	Written				2.61	02-OCT-2025	92656.03
159369946	Put	Purchased				4.74	30-OCT-2025	-713197.4
159370538	Put	Purchased				4.69	27-AUG-2035	-1859948.7
159368309	Put	Purchased				.03	01-OCT-2027	-16173520
159370135	Put	Purchased				4.4	25-JUN-2035	-2098733.25
157702779	Call	Written	100			175	19-DEC-2025	990357.5
156389427	Call	Purchased	.01			7.8	14-AUG-2026	-780.77
156451748	Put	Purchased	1			3.9025	14-APR-2026	-63018.1
159343816	Call	Written				130.5	24-OCT-2025	56523.17
158503881	Call	Purchased	1			11.5	24-SEP-2026	-181009.99
156380576	Call	Purchased	1			4.01	20-DEC-2029	-107748.64
156389723	Call	Written	100			750	17-OCT-2025	5562.9
156388148	Put	Written	100			6395	05-SEP-2025	20819.54
159369994	Put	Purchased				4.26	01-MAY-2035	-888051.6
159372196	Put	Purchased				4.31	08-JUN-2026	-3022448.4
159369067	Put	Purchased				3.63	14-SEP-2026	357224.24
156406048	Put	Purchased	.01			1.1315	10-OCT-2025	-66540.82
156402657	Call	Purchased	.01			10.125	14-OCT-2025	-11985.44
156393226	Put	Written	100			6390	10-SEP-2025	-33384.08
156456472	Put	Purchased	1			3.95	29-APR-2030	-184150.15
158504478	Put	Purchased		198796000	USD	150	20-NOV-2025	-387042.5
156378331	Put	Purchased	1			4.065	02-MAY-2030	-119293.19
156387569	Put	Written	100			6270	29-AUG-2025	46093.04
156389468	Put	Written	100			6295	29-AUG-2025	37726.32
159178085	Put	Written	100			210	17-OCT-2025	1642.26
159173798	Call	Written	1			3.1	18-NOV-2025	745817.9
159171065	Put	Written	100			76	17-OCT-2025	131754.8
158643844	Call	Written	100			35	16-JAN-2026	-35369.64
159439298	Call	Purchased				2.11	26-JUL-2032	-17127858.17
159276439	Put	Purchased				5.47	10-DEC-2025	436260.48
159794322	Put	Purchased	56463000			2.642	01-APR-2026	-764740.52
159794437	Call	Purchased	440817500			3.5	13-FEB-2026	251464.38
157703073	Put	Written	100			125	21-NOV-2025	327828.75
157702702	Put	Written	100			60	21-NOV-2025	2261235.5
157702840	Call	Written	100			270	21-NOV-2025	506382.75
159161403	Call	Purchased	.04			11.5	02-AUG-2026	53.32
159184893	Put	Written	1			18	15-DEC-2025	-208174.26
159181117	Call	Purchased	1			69	15-JUN-2027	-112512.97
159184804	Put	Written	50			195	17-OCT-2025	137612.06
159178659	Call	Purchased	1			3.95	30-SEP-2035	.64
159176345	Call	Written	100			200	21-NOV-2025	-140237.18
159169773	Call	Written	1000			48000	14-NOV-2025	72909.2
158243415	Call	Purchased	64300000			3.5	01-OCT-2025	-545675.52
158643988	Call	Written	100			780	16-JAN-2026	-1168783.5
