HOLDING_ID	PUT_OR_CALL	WRITTEN_OR_PURCHASED	SHARES_CNT	PRINCIPAL_AMOUNT	CURRENCY_CODE	EXERCISE_PRICE	EXPIRATION_DATE	UNREALIZED_APPRECIATION
158643838	Call	Written	100			35	19-DEC-2025	-4853067.3
159268652	Put	Written				3.7	06-OCT-2025	79162.15
157679965	Call	Purchased	3181.75			8050	12-AUG-2026	-3026770.38
157820478	Call	Purchased	1			.01	30-JUL-2035	0
159188294	Put	Purchased	100			6500	21-NOV-2025	-7124.08
159186452	Call	Purchased	100000			114.5	24-OCT-2025	-180568.6
159164888	Put	Purchased	1			87	14-NOV-2025	-252603.16
159179080	Put	Written	1			1.16	16-OCT-2025	76304.43
159187421	Put	Purchased	1			1.175	01-OCT-2025	-298160.5
159181725	Put	Purchased	1			43	21-NOV-2025	35567.67
159162897	Put	Written	1			80	18-MAR-2026	89867.59
159183322	Put	Purchased	1			17.2	13-NOV-2025	12605.05
158644006	Call	Written	100			590	16-JAN-2026	200437.65
157820019	Call	Purchased	1			2.28	08-MAR-2029	1040071.25
159384325	Call	Written				.02	08-AUG-2026	94077.42
160753472	Call	Purchased	437			47.5	25-APR-2028	655.5
159342578	Call	Written				113.5	24-OCT-2025	-9801.51
159342877	Call	Written				129.5	24-OCT-2025	-15655.39
158505546	Call	Purchased	1			1	11-APR-2030	144184.7
158505482	Call	Purchased	1			.01	25-APR-2035	48729.99
156387301	Put	Written	100			6430	02-SEP-2025	13133.82
156387778	Put	Written	100			6325	19-SEP-2025	18684.54
156391370	Put	Purchased	100			5655	29-AUG-2025	-5797.96
159372065	Put	Written				4.08	06-NOV-2025	124024.32
158355617	Call	Purchased	1			3.837	22-JUL-2026	-522637.52
158353597	Call	Purchased	1			4.065	02-MAY-2030	-408599.63
156346479	Call	Purchased	1			4.065	02-MAY-2030	-164659.46
160532434	Put	Written		-1000000000	USD	75	21-JAN-2026	410403.85
156390423	Call	Written	1			3.523	09-SEP-2025	9155.15
159185172	Put	Purchased	100			6200	07-NOV-2025	-338445.04
159187606	Call	Purchased	1			7.5	10-OCT-2025	1960043.78
159161051	Call	Purchased	1			.01	17-NOV-2030	289692.51
159182895	Call	Written	100			210	21-NOV-2025	-127334.07
159173997	Call	Written	1			3.5	14-JAN-2026	293820.07
159176560	Put	Purchased	100			1600	17-OCT-2025	-823782.95
159178455	Call	Purchased	200000			104.25	24-OCT-2025	47598.83
159180589	Put	Purchased	1			11.9	10-FEB-2026	-167156.22
158644114	Call	Written	100			260	16-JAN-2026	439211.5
159272294	Put	Purchased				1.12	14-OCT-2025	-138184.59
159270536	Put	Purchased				1.13	14-OCT-2025	-259344.65
156394031	Call	Written	.01			7.85	14-AUG-2026	-1120.63
156460044	Put	Purchased	1			4.075	24-APR-2030	-325446.77
156390948	Put	Written	100			6470	05-SEP-2025	-9814.68
160385190	Call	Purchased	128600000			3.3	28-JAN-2026	-262549.76
159369601	Put	Purchased				4.66	20-AUG-2035	-2367621.84
159374046	Put	Purchased				4.75	14-OCT-2025	-586483.94
160531588	Call	Written		-280187500	USD	3.41	22-DEC-2032	1521728.4
160533104	Put	Written		-1000000000	USD	65	19-NOV-2025	229208.02
156420609	Put	Written	1			3.98	29-AUG-2025	9493.4
158981594	Call	Purchased	1			2.45	31-DEC-2099	150379.32
159179142	Put	Purchased	1			196	04-DEC-2025	-195389.56
159188516	Call	Purchased	1			7.5	16-OCT-2025	1455786.93
159186745	Call	Purchased	100			120	21-NOV-2025	-147223.45
159178447	Call	Purchased	1			1.17	02-OCT-2025	-221723
159184153	Call	Purchased	1			.3414	31-JAN-2024	927820.45
159275738	Put	Purchased				1.11	24-NOV-2025	-443945.57
159272736	Call	Written				3.38	14-OCT-2025	33180
157703140	Put	Written	100			60	19-DEC-2025	1353665.5
157701598	Call	Written	100			150	19-DEC-2025	-3119967.25
157703376	Put	Written	100			1030	21-NOV-2025	1285653.1
156394629	Call	Written	1			3.29	30-OCT-2025	151767.01
156445257	Put	Purchased	1			4.01	07-MAY-2030	-456054.06
156367709	Call	Purchased	1			4.065	02-MAY-2030	-125607.67
156392532	Put	Written	100			6415	09-SEP-2025	7447.32
156393072	Put	Purchased	100			5665	29-AUG-2025	-6378.96
159376380	Put	Written				.03	01-OCT-2027	12123232
159373600	Call	Written				93.48	07-OCT-2025	-4660.6
159373184	Call	Purchased				2.75	10-NOV-2025	-746032.14
159368843	Put	Purchased				6	17-OCT-2025	-1274081.4
158352787	Put	Purchased	1			3.565	15-SEP-2026	-88694.71
158711214	Call	Purchased	1			35	16-APR-2027	107.67
156405985	Put	Purchased	1			3.804	25-AUG-2026	11734.73
159183501	Call	Written	1			3.7	27-OCT-2025	215694.95
159172484	Put	Written	100			6300	07-NOV-2025	404637.12
159184098	Put	Purchased	1			3.8	22-DEC-2025	-1393899.16
159184657	Call	Purchased	1			.01	07-OCT-2032	5464223.54
159162758	Call	Written	1			3.5	30-OCT-2025	518069.1
159188803	Call	Written	1			3.7	27-OCT-2025	112788.62
157666206	Put	Purchased	1000000			95.6875	12-DEC-2025	-9532123.28
158243472	Call	Purchased	11700000			3.8	25-MAR-2026	321146.24
158243048	Put	Purchased	1396			96.6875	12-DEC-2025	145505.08
159439445	Call	Written				.03	25-JUL-2026	12431407.05
159439561	Call	Written				.03	23-JUL-2026	6422248
159269111	Put	Purchased				1.11	26-NOV-2025	-18275.31
159795219	Call	Written	-190220625			2.64	13-AUG-2026	129802.75
157702299	Put	Written	100			200	19-DEC-2025	-2271634.5
157703178	Put	Written	100			145	19-DEC-2025	778235.5
157702248	Call	Written	100			52.5	21-NOV-2025	1409835.5
157701639	Call	Written	100			500	19-DEC-2025	-4183035.63
156372938	Call	Purchased	1			4.075	24-APR-2030	-213473.92
156381775	Put	Purchased	1			4.08	24-APR-2030	-158687.38
156370725	Put	Purchased	1			4.03	25-APR-2030	-104091.97
156389403	Put	Written	100			6225	02-SEP-2025	376614.18
156389120	Put	Purchased	100			5750	17-SEP-2025	-36874.08
156398799	Put	Written	100			6310	10-SEP-2025	168283.3
156397486	Call	Written	.01			54	16-DEC-2025	30093.42
156449310	Call	Purchased	1			4.03	25-APR-2030	-350669.57
160530581	Put	Written		-2250000000	USD	70	17-DEC-2025	725449.92
156413301	Put	Written	100000			127.5	26-SEP-2025	600.75
156401051	Call	Purchased	1			4.146	30-JUL-2030	-9572.38
159795426	Put	Purchased	27674000			123.5	20-MAY-2026	-1586986.48
159389361	Put	Written				.03	25-JUL-2026	3077840.14
159387968	Put	Written				.02	08-AUG-2026	881813.26
159285889	Put	Purchased				1.1	17-DEC-2025	-996368.7
156394535	Put	Purchased	1			5.85	21-NOV-2025	-7730.91
159346454	Put	Written				3.81	06-OCT-2025	160869.3
156387799	Put	Purchased	100			5680	29-AUG-2025	-5335.68
156392017	Put	Purchased	100			6050	16-SEP-2025	889.32
159369445	Call	Purchased				2.7	23-MAR-2026	-59950.35
160529817	Put	Written		-1500000000	USD	75	21-JAN-2026	180605.77
159794017	Put	Written	-217395000			3.685	14-AUG-2026	166822.4
159794887	Put	Written	-41765000			130	19-NOV-2025	316046.2
156084898	Call	Purchased	1000000			98	12-SEP-2025	-411649.02
159343162	Put	Written				2.75	17-OCT-2025	1723.72
158502642	Call	Purchased	1			8.465	16-MAY-2034	792502.24
156377012	Put	Purchased	1			3.95	29-APR-2030	-200793.67
156391297	Put	Written	100			6395	19-SEP-2025	68716.74
160384688	Put	Written	-128600000			3.79	28-JAN-2026	-427479.26
159370605	Put	Purchased				4.25	20-FEB-2035	-1419246.9
159372149	Put	Purchased				5	03-APR-2026	-450928.7
159372128	Put	Purchased				4.31	02-MAY-2035	-719248.95
159368965	Put	Purchased				5.5	17-OCT-2025	-766320.9
159370485	Call	Purchased				4.1	06-FEB-2035	-1472803.02
158359851	Put	Purchased	1			3.95	29-APR-2030	-114247.48
156412933	Put	Purchased	1			4.33	14-OCT-2025	-175187.99
156401841	Put	Purchased	.01			1.129	14-OCT-2025	-80880.57
159272719	Call	Written				3.4	06-OCT-2025	178037.15
159269740	Call	Written				7.85	14-AUG-2026	-7107.72
158505322	Call	Written	100			82	16-JAN-2026	29471.19
159368929	Put	Purchased				4.43	06-AUG-2035	-1916114.54
159187161	Put	Written	1			70	21-JAN-2026	99.22
159161090	Call	Purchased	1			1	06-JUN-2034	-8035.97
159287218	Put	Written				3.81	06-OCT-2025	277262.97
157703087	Put	Written	100			225	21-NOV-2025	625182.75
156390801	Put	Purchased	.01			99.546875	06-NOV-2025	-14948.59
156382470	Put	Purchased	1			3.753	31-OCT-2029	-782106.08
156388349	Put	Written	100			6435	29-AUG-2025	15340.32
156387793	Put	Written	100			6395	12-SEP-2025	177026.64
156361529	Call	Purchased	1			4.01	07-MAY-2030	-57389.44
159184674	Put	Purchased	1			60	21-JAN-2026	-3192.44
159160413	Put	Purchased	100			232	30-SEP-2025	-105331.42
158643979	Call	Written	100			660	16-JAN-2026	-4701594.65
158644101	Call	Written	100			110	16-JAN-2026	9610.82
159269160	Put	Purchased				24.2	05-MAR-2026	56534.64
159794044	Put	Written	-217395000			3.685	14-AUG-2026	172257.28
159795195	Put	Written	-135871875			3.89	20-FEB-2026	205394.8
159165688	Call	Purchased	1			.01	25-APR-2035	213862
159187082	Put	Purchased	1			1.335	21-OCT-2025	-111558.36
159182707	Put	Purchased	1			388	07-NOV-2025	259202.51
159176167	Call	Purchased	1			1.185	16-OCT-2025	-13604.85
159181181	Call	Purchased	100			22	17-OCT-2025	-51084.73
159168273	Call	Purchased	100			48	17-OCT-2025	-251589.68
159168564	Put	Written	100			160	21-NOV-2025	79049.72
159182990	Call	Purchased		1170000000	JPY	0	08-MAR-2029	260488.88
159285342	Call	Written				3.4	06-OCT-2025	181188.25
159283378	Call	Written				114	24-OCT-2025	243108.49
159282214	Put	Written				2.85	02-OCT-2025	163616.42
157702677	Put	Written	100			200	21-NOV-2025	-460871.25
156399054	Put	Purchased	1			5.85	24-NOV-2025	-3199.2
156444905	Put	Purchased	1			4.025	23-APR-2030	-640010.39
156387226	Put	Written	100			6400	23-SEP-2025	3737.79
159371442	Put	Purchased				5.5	22-OCT-2025	-373679.8
159370251	Call	Purchased				2.5	17-JUN-2026	-506418.5
156360058	Put	Purchased	1			4.065	02-MAY-2030	-156381.79
160532278	Call	Written		-500000000	USD	99	17-DEC-2025	837224.61
156412901	Call	Written	1			3.597	26-SEP-2025	-7375.89
159305032	Put	Purchased				1.1	23-DEC-2025	-1175844.5
157701715	Call	Written	100			340	19-DEC-2025	1743343
156397555	Call	Purchased	1			4.656	20-AUG-2035	-4611.11
156393459	Put	Purchased	1			4.11	23-AUG-2027	86938.54
156391273	Put	Written	100			6250	10-SEP-2025	216526.45
156391793	Put	Written	100			6435	26-SEP-2025	-11093.46
156388983	Put	Written	100			6390	29-AUG-2025	26020.32
159273013	Call	Written				3.38	10-OCT-2025	159824.44
159271792	Put	Purchased				1.1	23-DEC-2025	-384502.16
159367986	Put	Purchased				5	30-SEP-2025	-896660.85
159373670	Call	Purchased				3.23	06-OCT-2025	-312511.68
160532647	Call	Written		-1300000000	USD	47.5	19-NOV-2025	272424.85
156400950	Call	Written	100000			130.5	26-SEP-2025	8124.04
160002938	Call	Purchased	1			32	30-OCT-2026	23586
159297764	Put	Purchased				.62	14-OCT-2025	-92042.71
157756438	Call	Purchased	.199506			.56	10-JUN-2071	-.04
157701896	Put	Written	100			440	19-DEC-2025	642064.37
158505110	Put	Purchased	100000			111	24-OCT-2025	-376556.56
156369882	Put	Purchased	1			4.01	20-DEC-2029	-94003.04
156376298	Put	Purchased	1			3.8	10-AUG-2026	183.35
156389598	Put	Written	100			6445	19-SEP-2025	-9904.68
159376313	Put	Purchased				5.25	03-MAR-2026	-198462
159370131	Put	Purchased				5	30-MAR-2026	-307404.31
158355561	Call	Purchased	1			3.95	29-APR-2030	-136989.51
156345891	Put	Purchased	1			4.108	28-JAN-2026	473452.55
156394207	Put	Purchased	1			3.9	08-JUL-2026	5528.95
159185294	Put	Purchased	100			235	17-OCT-2025	5888.49
159168723	Call	Purchased	1			1	22-OCT-2030	-50287.45
159174961	Call	Written	1			3	30-SEP-2025	1859547.4
159179554	Call	Purchased	100			105	21-NOV-2025	-124986.9
159187541	Call	Purchased	1			11.5	31-DEC-2025	128.14
159183772	Call	Written	1			30.5	16-OCT-2025	59526.41
159168895	Put	Purchased	1			107	15-OCT-2025	-68991.84
159187505	Put	Written	1			2.07	11-MAR-2026	-37591.56
158243039	Put	Written	-1396			96.75	12-DEC-2025	-107519.92
158243451	Put	Purchased	182300000			3.515	03-SEP-2027	-109886.35
158644125	Call	Written	100			340	16-JAN-2026	-1096435.16
158644092	Call	Written	100			395	18-JUN-2026	377104
159429801	Call	Written				.02	08-AUG-2026	1108246.65
159794165	Put	Purchased	-135871875			1.12	14-JAN-2026	-445987.81
159795122	Put	Written	-135871875			3.94	18-FEB-2026	250846.66
159301328	Call	Written				129.5	24-OCT-2025	-26252.89
157702771	Call	Written	100			100	21-NOV-2025	422457.5
156448110	Call	Purchased	1			3.795	30-OCT-2029	-37611.59
159168824	Call	Purchased	1			.01	07-JUL-2033	2182367.09
159166188	Put	Purchased	1			65	18-MAR-2026	-32103.57
159188765	Call	Purchased	1			11.5	24-SEP-2026	-208192.57
159178666	Put	Written	1			3.55	26-DEC-2025	92744.11
158643974	Call	Written	100			670	18-JUN-2026	368727
159794857	Call	Written	-440817500			3	13-FEB-2026	893091.85
159387693	Put	Purchased				2.11	26-JUL-2032	1807889.31
159383738	Call	Purchased				2.18	21-JUL-2032	-2067399.89
160005461	Call	Purchased	1			1	31-MAR-2040	0
156395676	Call	Purchased	1			3.75	30-OCT-2025	-153592.38
156393626	Put	Purchased	1			3.1625	23-AUG-2027	-207098.39
158504539	Put	Written		-425204000	USD	6.85	16-JAN-2026	825786.76
156407792	Call	Purchased	.01			10.2	26-NOV-2025	-51219.63
160022448	Call	Purchased	1			1	15-OCT-2026	0
159188482	Put	Written	1			3.85	18-DEC-2025	58257.72
159160749	Put	Written	1000			56	16-OCT-2025	60633
159183906	Call	Purchased	100			360	21-NOV-2025	-318717.93
159187544	Call	Purchased		720000000	JPY	0	30-MAR-2029	99014.02
159187987	Call	Written	1			3.07	21-NOV-2025	747765.23
159189011	Call	Purchased	1			7.5	10-APR-2026	256969.75
158243443	Put	Written	-50000000			3.92	03-SEP-2027	227412.35
158643927	Call	Written	100			100	16-JAN-2026	-243613.24
158643971	Call	Written	100			640	16-JAN-2026	482659.5
158643768	Call	Written	100			245	16-JAN-2026	-5433230.34
159271167	Put	Purchased				.63	08-OCT-2025	-157140.83
159795211	Call	Purchased	440817500			3.5	13-FEB-2026	273505.22
159795437	Call	Written	-135871875			2.929	19-FEB-2026	22984.08
159793956	Call	Purchased	440817500			3.5	13-FEB-2026	273505.22
156388384	Put	Purchased	100			6025	02-SEP-2025	-6292.64
156388880	Put	Purchased	100			6235	29-AUG-2025	-1669.68
156388606	Put	Written	100			6375	23-SEP-2025	49147.52
159366716	Call	Purchased				4.43	06-AUG-2035	-1915243.74
158362986	Call	Purchased	1			3.565	15-SEP-2026	102614.18
160530585	Put	Purchased		500000000	USD	99	17-DEC-2025	2354.77
156406417	Call	Purchased	1			4.025	23-APR-2030	-67209
156401943	Call	Purchased	1			3.95	29-APR-2030	-14199.79
159164031	Put	Written	10			5150	17-OCT-2025	169192.08
159177011	Call	Purchased	1			19	16-OCT-2025	-616117.09
159183933	Call	Purchased	1			1	28-NOV-2028	11169600.64
159171788	Call	Purchased	100			42	17-OCT-2025	-443901.53
159172745	Put	Purchased	1			1.75	02-DEC-2025	988374.75
159173953	Call	Written	200000			104.5	24-OCT-2025	-32734.4
159176182	Call	Purchased	100			67	17-OCT-2025	-1186640.32
158643884	Call	Written	100			100	16-JAN-2026	1606805.92
159268189	Call	Written				129.5	24-OCT-2025	-11139.42
159274521	Put	Written				3.69	10-OCT-2025	-24653.77
159268197	Call	Written				130.5	24-OCT-2025	83038.31
156369841	Call	Purchased	1			4.03	25-APR-2030	-85298
156389304	Put	Purchased	100			5975	02-SEP-2025	-3589.68
159370765	Put	Purchased				6	22-OCT-2025	-1242279.8
156317269	Call	Written	100			140	17-OCT-2025	125697.82
156401874	Put	Purchased	1			4.01	20-DEC-2029	-14687.97
156402188	Call	Purchased	1			3.837	22-JUL-2026	-56712.16
159172003	Put	Written	100			217	30-SEP-2025	14718.58
159178404	Call	Purchased	100			830	21-NOV-2025	-327706.69
159181608	Put	Purchased	1			65	18-MAR-2026	472.46
159178916	Call	Written	1			3.25	14-JAN-2026	124281.32
159162478	Call	Purchased	100			17	17-OCT-2025	376954.21
158243434	Put	Written	-215500000			3.2	03-SEP-2027	-81325.37
158643863	Call	Written	100			220	16-JAN-2026	-184923.9
158643857	Call	Written	100			300	16-JAN-2026	660962.15
159422865	Put	Purchased				2.18	21-JUL-2032	31954997.97
159277008	Call	Written				3.33	14-OCT-2025	98306.25
157702372	Call	Written	100			150	16-JAN-2026	291578.75
157702989	Call	Written	100			230	21-NOV-2025	-3085771.25
157702022	Call	Written	100			110	19-DEC-2025	80265.5
156398923	Call	Purchased	1			4.11	23-AUG-2027	-78002.78
156455980	Call	Purchased	1			3.9	08-JUL-2026	-379516.2
158499818	Put	Purchased	100000			111	24-OCT-2025	-3179620.56
156387470	Put	Purchased	100			5375	29-AUG-2025	-51514.88
159367073	Put	Purchased				98.88	07-OCT-2025	-261872.9
156351995	Put	Purchased	1			3.804	25-AUG-2026	105298.63
159178271	Call	Written	100			280	21-NOV-2025	107143.67
159167417	Call	Purchased	100			390	17-OCT-2025	-218745.47
159181535	Put	Purchased	1			105.5	15-OCT-2025	-138368.39
159181012	Put	Purchased	1			1.9	11-MAR-2026	123971.79
159166199	Call	Purchased	1			.01	07-JUL-2033	5499552.69
157666188	Call	Purchased	1000000			97	12-DEC-2025	-958696.92
158643942	Call	Written	100			890	16-JAN-2026	445756.5
158499730	Call	Purchased	1			2485.5216	11-MAR-2031	1976797.95
156389111	Put	Written	100			6325	02-SEP-2025	31156.32
156389407	Call	Purchased	1			2.965	05-AUG-2026	-3149.8
156389987	Put	Purchased	1			4.656	20-AUG-2035	-269.01
160531458	Call	Purchased		190735000	USD	1.303	13-MAY-2026	-137253.05
160530721	Call	Written	2500			99.25	12-DEC-2025	-1202.46
156403772	Put	Purchased	1			4.03	25-APR-2030	-53097.42
158975039	Call	Purchased	1			0	02-AUG-2030	26518.6
159182160	Call	Purchased	100			225	17-OCT-2025	2205386.05
159167931	Put	Purchased	1			41991.79	10-OCT-2025	-349357.5
159176695	Put	Purchased	1			147.5	01-OCT-2025	-8499
159174780	Call	Purchased	10			5400	19-DEC-2025	1171035.08
159795659	Put	Purchased	193207000			1.12	14-JAN-2026	-737039.78
157819815	Call	Purchased	962.13			.01	28-APR-2033	0
159387239	Put	Purchased				2.18	21-JUL-2032	2766521.03
159284412	Call	Written				3.51	06-OCT-2025	273764.55
157703444	Call	Written	100			325	21-NOV-2025	1738667.75
159346754	Put	Written				111.5	24-OCT-2025	-11376.96
156393512	Call	Written	.01			7.85	24-AUG-2026	-11400.48
156396139	Put	Purchased	100			5825	10-SEP-2025	-36436.7
156457740	Put	Purchased	1			4.065	02-MAY-2030	-55226.45
159370741	Put	Written				4.22	07-OCT-2025	261619.38
159376237	Put	Purchased				5	31-MAR-2026	-322152.77
159371002	Put	Purchased				4.69	27-AUG-2035	-1504677.6
159275659	Call	Written				113.5	24-OCT-2025	-3222.08
159385030	Call	Purchased				2.11	26-JUL-2032	-1470502.95
159344150	Call	Written				3.51	06-OCT-2025	158839.5
159345713	Call	Written				114	24-OCT-2025	143889.02
159342224	Put	Written				2.79	06-OCT-2025	50977.73
158496310	Put	Purchased		425204000	USD	7	16-JAN-2026	-1672778.06
158502038	Call	Purchased	1			11.5	01-FEB-2026	-265088.88
156369911	Call	Purchased	1			3.95	29-APR-2030	-86025.03
156380934	Put	Purchased	1			4.075	24-APR-2030	-180315.74
156391332	Put	Written	100			6400	02-SEP-2025	21595.32
159376524	Put	Purchased				4.46	06-AUG-2035	-2851879.62
159270959	Call	Written				7.85	24-AUG-2026	-10012.06
159276823	Put	Purchased				387	17-DEC-2025	-8469.05
159269462	Call	Purchased				10.13	14-OCT-2025	-39409.22
159272763	Put	Written				2.75	17-OCT-2025	109.82
157681088	Call	Purchased	1163990			3	04-DEC-2033	-1.04
159386475	Call	Purchased				.01	01-AUG-2035	-614.53
156084144	Call	Purchased	1000000			97	12-SEP-2025	-803663.83
156392230	Put	Written	100			6390	09-SEP-2025	16220.34
156391717	Put	Purchased	100			5750	19-SEP-2025	-2980.46
160402093	Put	Written	-91400000			3.79	28-JAN-2026	-303822.74
160396922	Put	Purchased	434221000			55	19-NOV-2025	-376721.46
159369974	Put	Purchased				4.63	22-MAY-2035	-1393346.74
159368251	Put	Purchased				98.89	07-OCT-2025	-183748.53
159371237	Call	Purchased				2.5	03-OCT-2025	-499791.67
158357450	Call	Purchased	1			3.887	17-SEP-2030	35967.79
156363499	Put	Purchased	1			4.075	24-APR-2030	-51761.67
156414907	Call	Written	1			3.598	22-SEP-2025	-1516.72
156392210	Put	Written	1			3.898	22-SEP-2025	14957.7
159179108	Call	Written	100			110	19-DEC-2025	70913.95
159185971	Put	Written	1			2	11-MAR-2026	-71821.97
159185712	Put	Written	100			210	21-NOV-2025	103387.8
159176310	Call	Written	1			515.26	11-DEC-2025	-25153.63
159182702	Put	Purchased	1			19.5	13-NOV-2025	-40220.79
159276226	Put	Written				5.25	18-NOV-2025	-36609.6
159184836	Put	Written	50			205	21-NOV-2025	8452.78
159183300	Call	Purchased	1			1	06-JUN-2033	-53530.71
159164476	Put	Written	1			2	02-DEC-2025	51876.73
159188022	Call	Purchased	1			11.5	04-JUN-2026	-366275.5
159288885	Put	Purchased				1.11	26-NOV-2025	-164954.37
157702390	Call	Written	100			165	21-NOV-2025	1852271
156456943	Put	Purchased	1			3.837	22-JUL-2026	-15073.39
158243462	Call	Written	-50000000			3.92	03-SEP-2027	-98752.65
159444141	Call	Purchased				2.17	19-JUL-2032	-19141713.92
157289179	Put	Purchased	1			4.22	31-MAR-2026	-2236807.01
159345370	Put	Written				3.69	10-OCT-2025	-22376.69
158643833	Call	Written	100			330	16-JAN-2026	743032.78
159295612	Put	Written				2.79	06-OCT-2025	104337.6
159306266	Put	Written				111	24-OCT-2025	100294.98
157702511	Call	Written	100			80	21-NOV-2025	839057.5
156390778	Call	Purchased	1			4.6275	21-AUG-2035	-25179.41
158712393	Call	Purchased	1			1.5	31-DEC-2099	41974.02
159124419	Call	Purchased	1			10	27-JUN-2029	133400.35
159346688	Put	Written				111	24-OCT-2025	59653.06
156391229	Put	Written	100			6230	29-AUG-2025	43552.04
158644077	Call	Written	100			360	16-JAN-2026	753017.48
158643866	Call	Written	100			330	16-JAN-2026	5190316.81
158643948	Call	Written	100			520	16-JAN-2026	2211328
158643785	Call	Written	100			175	16-JAN-2026	713597.94
157703451	Call	Written	100			440	21-NOV-2025	2690682.75
157702813	Call	Written	100			110	21-NOV-2025	299303
156399647	Put	Purchased	100			5850	24-SEP-2025	9047.3
156399285	Put	Purchased	1			4.485	31-JUL-2035	64426.59
160531110	Call	Purchased	2500			99.75	12-DEC-2025	-14057.92
159438624	Put	Written				.03	25-JUL-2026	35554234.86
159436630	Put	Written				41.6	12-NOV-2025	877967.2
159422372	Call	Purchased				2.4	20-JUL-2027	-17696941.37
157703724	Call	Written	100			75	21-NOV-2025	429265.5
157703256	Call	Written	100			170	21-NOV-2025	1389635.5
156397799	Call	Purchased	1			3.1625	23-AUG-2027	161880.09
156387704	Put	Purchased	100			5825	12-SEP-2025	-40570.37
156388114	Put	Purchased	100			5800	30-SEP-2025	1315.79
160404108	Put	Purchased	434446000			55	19-NOV-2025	-473580.9
159368425	Call	Purchased				4.44	18-JUN-2035	-1620345.51
159368519	Put	Purchased				97.09	07-OCT-2025	-319373.54
159370005	Put	Purchased				3.4	19-MAY-2027	-310896.48
158357134	Call	Purchased	1			4.075	24-APR-2030	-255553.59
156417582	Put	Written	100000			110.5	26-SEP-2025	18275.46
156410276	Put	Written	1			3.995	29-AUG-2025	10449.62
156349796	Call	Purchased	1			3.95	29-APR-2030	-78007.05
156407812	Put	Written	1			3.87	04-SEP-2025	10924.25
159171202	Call	Purchased	1			18.7	15-OCT-2025	-67619.54
159175722	Put	Written	100			6100	21-NOV-2025	4797.5
159184109	Put	Written	1			1.315	21-OCT-2025	106217.98
159176949	Call	Written	1			1.23	09-MAR-2026	80040.49
159795624	Put	Purchased	12467000			2.6311	01-APR-2026	-167495.39
159386318	Call	Written				56.9	12-NOV-2025	78323.2
160010515	Call	Purchased	1			1	17-JUN-2026	926.65
156084158	Call	Written	1000000			96.25	12-SEP-2025	644570.74
159343661	Put	Written				3.7	06-OCT-2025	49038.5
159370570	Put	Purchased				98.96	07-OCT-2025	-281207.81
159371278	Call	Purchased				3.1	09-OCT-2025	-224973.07
159369094	Call	Purchased				4.63	22-MAY-2035	-979162.22
156408684	Call	Written	100000			114	26-SEP-2025	8109.78
159107332	Call	Purchased	.2			47.5	11-MAR-2028	10692.5
159160721	Call	Purchased	1			1	30-MAR-2029	408270.51
159181572	Call	Written	1			1.18	02-OCT-2025	154758.78
159172219	Put	Written	1			5.25	12-DEC-2025	-147663.88
159181702	Put	Written	1			2.9	24-JUN-2026	-353989.14
159301091	Put	Purchased				1.13	14-OCT-2025	-825423.73
156399243	Call	Purchased	1			2.972	06-AUG-2026	-3245.24
158496965	Call	Purchased	1			11.5	31-DEC-2027	-28819.64
156388991	Put	Written	100			6405	29-AUG-2025	26332.04
159169094	Call	Purchased	1			11.1747	07-JUL-2033	544874.57
159183822	Call	Purchased	10			5900	19-DEC-2025	47320.54
159188452	Call	Purchased	1			1	22-OCT-2030	17085.95
159176933	Put	Written	1			70	18-FEB-2026	-1623.13
158644003	Call	Written	100			565	16-JAN-2026	271704.37
158643795	Call	Written	100			250	16-JAN-2026	1951002
157702874	Put	Written	100			85	21-NOV-2025	564182.75
156399171	Put	Written	1			4.131	06-NOV-2025	13230.14
156449588	Call	Purchased	1			3.95	29-APR-2030	-78894.53
156367134	Put	Purchased	1			4.108	28-JAN-2026	364564.78
156387853	Put	Purchased	100			5950	16-SEP-2025	-1552.46
